Symbol,CompanyID
VASCONEQ,3617
DHUNINV,822
SHALPAINTS,2957
DIFFNKG,1285013
APTECHT,222
SHIVALIK,1270846
BLAL,1284352
JPOLYINVST,615823
RICOAUTO,2754
GODAVARIB,1285137
ZUARIIND,3808
SNOWMAN,1030443
BALAJITELE,381
MUFTI,1284607
ANUHPHR,208
APS,1284629
KECL,1789
VLSFINANCE,3700
JINDALPHOT,1622
GANESHBE,1089
VERTOZ,1274201
DHAMPURSUG,802
SANDESH,2870
GANESHIN,1285176
ELDEHSG,899
BODALCHEM,524
SASTASUNDR,2076
BASILIC,1284472
HLVLTD,1368
BIRLAMONEY,69
NINSYS,1273332
RACLGEAR,2695
TREL,1284455
WANBURY,3726
SELAN,2936
EVERESTIND,972
MACPOWER,1274301
GANDHITUBE,1086
BIL,468
SARLAPOLY,2900
JPASSOCIAT,1581
SJLOGISTIC,1284582
RPPINFRA,2791
DENTA,1285238
NAHARSPING,2190
SBGLP,1274772
ASAL,335
SHREEPUSHK,1273007
GEECEE,1113
WCIL,1284983
PAKKA,3779
PRIMESECU,2567
SGIL,1274558
NDTV,2245
GHCLTEXTIL,1284390
AMBIKCO,161
20MICRONS,11
ZTECH,1284795
VHLTD,3644
NELCAST,2230
RITCO,1274624
BAJAJINDEF,1285339
DWARKESH,863
KRYSTAL,1284715
MANAKCOAT,1270786
URJA,3571
STCINDIA,3191
SURAJLTD,3283
KARNIKA,1284526
KAMDHENU,1705
MALLCOM,1273081
DMCC,812
ELIN,1275383
SATIA,1270886
SRM,1284734
INFOBEAN,1272917
TVSELECT,1272519
INDOFARM,1285209
THEINVEST,1042
MUNJALAU,2160
VMARCIND,1274863
CSLFINANCE,701
KAMATHOTEL,1704
RADIANTCMS,1275390
REPRO,2741
LEMERITE,1275215
CPCAP,587
JAYAGROGN,1594
CHEMCON,1274787
SCHAND,1274068
CHEMBOND,630
FOCE,1275126
BGRENERGY,441
ARIHANTCAP,238
STEL,100066
SADHNANIQ,2830
PVSL,1284714
RSWM,2795
RATNAVEER,1284470
ASIANHOTNR,292
BHAGERIA,444
FOCUS,1274055
ALLETEC,1275372
DHARMAJ,1275369
MOS,1284337
SUBEXLTD,3223
LIBERTSHOE,1885
TIRUPATI,1274161
TNPETRO,3352
NGLFINE,2252
JAYBARMARU,1589
SICALLOG,3057
INNOVANA,1274215
MANBA,1285003
RUSHIL,2810
SUKHJITS,3236
JAYBEE,1284941
ENIL,942
DICIND,828
APEX,1274129
SARVESHWAR,1274294
SPECIALITY,3142
PVP,2603
TPLPLASTEH,3451
RUBYMILLS,2801
LINC,1892
PRIMO,2597
FOODSIN,1037
COFFEEDAY,1273114
MINDTECK,2091
DBEIL,1285132
ASIANTILES,290
SVLL,1274357
SILINV,3066
HINDCOMPOS,1336
TRANSWORLD,3030
SBC,1274676
CCCL,699
SAKAR,1273532
GLOSTERLTD,1274618
HMVL,1344
CHEVIOT,639
PREMIERPOL,2552
ORICONENT,2350
RNFI,1284860
ESSARSHPNG,961
ATL,1284454
CONSOFINVT,700
GFLLIMITED,1232
AVONMORE,139
ANNAPURNA,1275299
SUTLEJTEX,3302
ASHIMASYN,275
SAHAJSOLAR,1284845
IRIS,1274171
HARDWYN,1274332
C2C,1285168
NBIFIN,1273575
TRACXN,1275332
ONWARDTEC,2341
GVKPIL,1264
BAHETI,1275367
PYRAMID,1284453
MMP,1274325
VINSYS,1284433
SREEL,259688
KILITCH,1777
SPENCERS,1274620
INDOBORAX,1458
ZODIAC,1274211
MEGATHERM,1284647
MENONBE,2061
RBL,2671
UTSSAV,1284879
VISHAL,994580
SAKUMA,2848
MEDICAMEQ,2050
DONEAR,847
TICL,3356
IL&FSENGG,1402
VARDMNPOLY,3611
EMAMIPAP,1272563
SWANDEF,2484
ADVANIHOTR,80
KHAICHEM,1764
RBZJEWEL,1284608
HINDMOTORS,1345
KNAGRI,1275183
STALLION,1285236
KRISHIVAL,1275193
KHADIM,1274193
VIVIANA,1275293
KRONOX,1284800
NDL,2195
VISAKAIND,3683
EIFFL,1273693
ACL,185
EFFWA,1284842
MBLINFRA,2042
ABINFRA,1274678
ONMOBILE,2339
HIGREEN,1284500
INFOLLION,1284370
AURUM,1272987
SRGHFL,80786
RAMANEWS,2653
SKMEGGPROD,3097
BEDMUTHA,418
VINYLINDIA,3668
PTL,2590
VLEGOV,1284462
ORIENTPPR,2355
PLASTIBLEN,2494
VRAJ,1284832
KRITI,1835
PROZONER,124090
ASMS,404
NAHARPOLY,2189
KRITINUT,1836
HERCULES,1306
UGARSUGAR,3523
TOLINS,1284968
NECLIFE,2225
URAVIDEF,1274311
EMKAY,923
DJML,1274745
MEGASOFT,2054
TARACHAND,1274302
MAZDA,2041
PRECOT,2546
HPAL,1275124
SOFTTECH,1274342
MEDICO,1274269
GSLSU,1284321
SUMIT,1274411
ALBERTDAVD,116
S&SPOWER,1268651
BHARATSE,464
SPCENET,627811
DBOL,1275302
CHANDAN,1285321
VIKASLIFE,1274660
GIRIRAJ,1274314
GENUSPAPER,1270585
DIGISPICE,2817
INTLCONV,1526
INFINIUM,1284339
SINCLAIR,3082
SHREERAMA,3015
CLEDUCATE,1273686
MANAKSIA,1987
MUNJALSHOW,2161
MANAKSTEEL,1270788
CYBERTECH,752
XTGLOBAL,1049
MAANALU,1935
PAVNAIND,1274839
BIRLACABLE,492
TEMBO,1274396
ACCENTMIC,1284581
INDSWFTLAB,1415
ABCOTS,1275148
IZMO,1906
GOKUL,1170
AVPINFRA,1284717
RACE,762687
TGL,1284747
NILASPACES,1274609
RAMAPHO,2656
MGEL,1274713
NRAIL,2179
IFBAGRO,1392
FCSSOFT,999
EMAMIREAL,917
MUTHOOTCAP,2167
HCL-INSYS,1296
NOVAAGRI,1284638
UNIDT,3550
ORBTEXP,2346
BANSWRAS,400
GPECO,1284807
RCOM,2724
TRF,3468
IRISDOREME,1274587
KAPSTON,1274320
SRD,1274607
IITL,1482
NAHARCAP,2187
WSI,3719
ORIENTCER,2351
NAHARINDUS,2188
KDL,1284375
MAHASTEEL,1961
GOACARBON,1160
KOTHARIPRO,1821
ATMASTCO,1284678
ZIMLAB,1274362
NRL,1275125
PCCL,1284826
AFFORDABLE,1274359
OBSCP,1285136
GUJAPOLLO,1226
SEJALLTD,2947
THOMASCOTT,3417
SMSLIFE,1274121
VENUSREM,3635
VIKASECO,3655
VISHNUINFR,1284528
VALIANTLAB,1284509
NDGL,1273468
PASUPTAC,2431
DENORA,776
PARIN,1274575
MOLDTECH,2114
RBMINFRA,1275384
MIRZAINT,2098
BCONCEPTS,1274250
OCCLLTD,1285141
KCPSUGIND,1738
SWARAJ,1275184
SHREEKARNI,1284706
REMSONSIND,2739
FILATFASH,1013
FROG,1272720
ASAHISONG,267
UNITEDPOLY,1273372
BROOKS,555
APCL,196
MODISONLTD,2109
BYKE,3410
3IINFOLTD,12
EUROBOND,1275118
VISASTEEL,3680
EMKAYTOOLS,1272985
CMNL,1275398
LYKALABS,1926
MAHEPC,944
LANCER,1273327
ALMONDZ,140
SUPREME,3278
KANORICHEM,1713
PROV,1284369
FRESHARA,1285119
HTMEDIA,1375
ALANKIT,967
PANACHE,1274064
LORDSCHLO,1912
SHRIAHIMSA,1285426
GEEKAYWIRE,1274126
MWL,1275243
TEJASCARGO,1285331
TIRUPATIFL,1274173
SKP,1275246
KOTYARK,1274990
RHL,1284357
AVG,1274324
NILAINFRA,2265
DCI,1274718
DUGLOBAL,1274913
BALAJEE,1284967
AARTISURF,1274763
PELATRO,1284991
SOUTHWEST,1274247
NIPPOBATRY,2273
PILITA,2443
NAMOEWASTE,1284961
TREJHARA,1274610
DAVANGERE,1274854
ORIENTBELL,2352
GCHOTELS,1285421
HARRMALAYA,1280
RUBFILA,2799
DIAMINESQ,825
RUCHIRA,2805
BPL,539
MODIRUBBER,2107
ARIES,237
SHIVAMAUTO,2993
MAWANASUG,1271490
CGRAPHICS,1284743
MCLEODRUSS,1272662
CHAVDA,1284483
NIRAJ,2274
OSELDEVICE,1284988
WTICAB,1284666
SSDL,1284902
AARON,1274406
MANORG,857
COMSYN,1273430
BBTCL,1274583
GRETEX,1273534
SINTERCOM,1274279
AXITA,1274613
RADIOCITY,1273663
GOLDKART,1274704
KAMOPAINTS,1275408
VARDHACRLC,3607
SCPL,1274186
KAYA,1272982
VIESL,1284969
MIRCELECTR,2097
ATLANTAA,314
AIRAN,1273675
PANSARI,1273548
APOLSINHOT,1270744
PRATHAM,1284711
GOYALSALT,1284505
NAVKARURB,2218
UYFINCORP,1174
SHERA,1275426
AARVEEDEN,22
DYNPRO,870
LOKESHMACH,1909
DPWIRES,1274158
VIPCLOTHNG,2037
AFIL,1284816
INSPIRISYS,40
REPL,1274383
ELGNZ,1285316
INM,1284679
BALAJIPHOS,1285341
SYSTANGO,1284317
INDOUS,1274344
UCAL,3520
GENSOL,1274702
OSIAHYPER,1274648
SHRADHA,1274214
DCMNVL,1274680
DRCSYSTEMS,1274840
UNIVASTU,1274107
BALAXI,1273133
SPCL,1284825
DRONE,1284412
PODDARMENT,2500
PHANTOMFX,1275334
IEL,1275396
MANCREDIT,3342
HITECHCORP,1362
GLOBAL,1273654
SPECTSTM,1284377
IVC,1403
SUPREMEPWR,1284613
GLOBALVECT,1150
TTL,3337
SUNDRMBRAK,3251
ANIKINDS,191
KOTARISUG,1822
MANOMAY,1273683
CINELINE,658
STARTECK,2284
AUTOIND,331
NATHBIOGEN,728818
OILCOUNTUB,2321
KRISHCA,1284365
ELGIRUBCO,1272779
SIGMA,1274800
DPEL,1284824
WELINV,3741
POSITRON,1284901
EMAPARTNER,1285233
ABSMARINE,1284777
VSTL,1284672
SAHYADRI,2840
MARALOVER,2005
RVHL,1274821
SAKHTISUG,2847
EXXARO,1274907
PONNIERODE,2518
SHEMAROO,1059829
JAINAM,1274974
KRITIKA,1274577
JAYSREETEA,1591
KCEIL,1284620
UFO,1270842
NAGAFERT,1273385
SAAKSHI,1284510
NITIRAJ,1273657
ROSSELLIND,2783
KEYFINSERV,1759
PRITIKAUTO,1273063
TERASOFT,3399
KANPRPLA,1714
ANYA,1285208
PIGL,1274329
SHIVATEX,2990
KMSUGAR,1803
GOLDSTAR,1274168
DENEERS,1284356
RVTH,1284989
CCHHL,723
STARPAPER,3184
GRCL,1275410
BEWLTD,1274918
INDOWIND,1470
ACTIVEINFR,1285422
ZODIACLOTH,3805
RAJTV,2633
SHREYANIND,3028
UMAEXPORTS,1275196
COASTCORP,532263
SADBHAV,2829
PPAP,2544
SUPREMEINF,3280
MKPL,1274059
SURANAT&P,3287
EMMIL,1284774
DYNAMIC,1274980
WINSOL,1284769
ESSENTIA,530762
PLAZACABLE,1284524
KATARIA,1284854
A2ZINFRA,16
AHLEAST,291
BASML,398
MEGASTAR,1274354
AERON,1284942
KBCGLOBAL,1274310
RBS,1284748
DEVIT,1274057
SETCO,2946
TRIGYN,3475
UNIHEALTH,1284480
MADHUSUDAN,1284494
NEPHROCARE,1284836
GILLANDERS,1131
ESPRIT,1284868
SDREAMS,1284995
ESCONET,1284681
MHLXMIRU,1959
WORTH,1274149
NURECA,1274833
SATKARTAR,1285229
RANEENGINE,2672
ABAN,26
BHAGYANGR,449
TCL,1284680
IPSL,1275348
COMMITTED,1284448
PKTEA,2456
PROPEQUITY,1275191
FELIX,1274210
ALPA,143
SOMICONVEY,3124
PRLIND,1284780
VR,1284703
VIRINCHI,3678
PURPLEUTED,1285182
SAH,1275392
KCK,1275240
NECCLTD,72084
CORDSCABLE,711
UNIVPHOTO,1274735
BRNL,1274136
INTENTECH,1517
DGCONTENT,1274671
TIPSFILMS,1275333
NIRMAN,1284327
AVROIND,1274389
LAWSIKHO,1284634
GICL,1273553
RANASUG,2667
TECHERA,1285007
KALYANIFRG,1696
ENVIRO,1284981
MAXVOLT,1285325
USK,1284331
MURUDCERA,2166
NATCAPSUQ,2214
GOLDTECH,1179
VETO,1270825
GINNIFILA,1134
SHUBHSHREE,1284972
ZEELEARN,3789
CHETANA,1284866
MAITREYA,1284543
APRAMEYA,1284865
WATERBASE,3729
NDLVENTURE,1332
ETML,1285180
AGARWALTUF,1285174
DUCOL,1275399
ZEAL,1284434
GULFPETRO,2837
LAGNAM,1274413
ATCENERGY,1285427
AMJLAND,2592
TAINWALCHM,3340
UNITEDTEA,3553
ENFUSE,1284722
SHRITECH,1284427
VISHWARAJ,1274701
TRUST,1284733
ASPINWALL,1273375
YASHOPTICS,1284737
EMMBI,924
LAL,1274278
ANLON,1275393
LLOYDS,1275321
EQUIPPP,2293
KORE,1275281
ARCHIDPLY,230
LAKSHYA,1285117
DCM,772
AKANKSHA,1284530
EFACTOR,1284514
DUCON,166230
INDIANCARD,1441
TRANSTEEL,1284545
BAFNAPH,363
KHFM,1274651
PURVFLEXI,1284691
PRITIKA,1275364
RPPL,1274559
AURDIS,1273536
OMAXAUTO,2328
DTIL,1228189
MAGNUM,1956
HVAX,1285014
SHAH,1266
CROWN,1273511
RKEC,1274165
GENCON,1273091
RUCHINFRA,2802
QUESTLAB,1284785
SHYAMCENT,1273021
AKSHARCHEM,114
SHREEOSFM,1284588
JMA,1270760
FIDEL,1275234
INCREDIBLE,918886
SUPERHOUSE,1271340
AARTECH,1274639
HINDCON,1274292
SIKKO,1274060
HDIL,1370
TEXMOPIPES,3403
INNOMET,1284977
MASON,1284827
WEIZMANIND,3732
RAJPUTANA,1285171
UMANGDAIRY,3526
TBI,1284797
ENSER,1284723
RAJINDLTD,1284876
JEYYAM,1284952
MANAKALUCO,1270785
TROM,1284869
TUNWAL,1284852
CANARYS,1284520
FORCAS,1284928
ROYALARC,1285330
RSSOFTWARE,2794
OCCL,2359
SMLT,1273676
MDL,1274303
ATALREAL,1274799
SURANI,1274625
MAHESHWARI,1273617
SADBHIN,1273053
IVP,1556
KREBSBIO,1829
PRAXIS,1274260
MACOBSTECH,1284853
URBAN,1284378
LOTUSEYE,1915
SALSTEEL,2849
SSFL,1284443
KKJEWELS,1285231
WOMANCART,1284535
GSMFOILS,1284791
IEML,1284779
SURANASOL,3288
ISFT,1531
LANCORHOL,1867
VIPULLTD,3674
ARIHANTACA,1275378
BALPHARMA,377
AKSHOPTFBR,113
DELAPLEX,1284646
KAVVERITEL,1731
SONAMLTD,1274367
GVPTECH,1273219
COMPUSOFT,694
QMSMEDI,1275311
RHFL,1274143
DRSDILIP,1274601
KLL,1284623
PRUDMOULI,1267650
VITAL,1275346
CORALFINAC,708
AARVI,1274156
DELPHIFX,1272794
INDTERRAIN,1451
NEWJAISA,1284512
BSL,559
ALPHAGEO,144
MAHAPEXLTD,1957
INVENTURE,1532
ARVEE,1274270
SMARTLINK,3103
RAPIDFLEET,1285420
CAPTRUST,581
MUKTAARTS,2154
XELPMOC,1274619
AAREYDRUGS,19
GREENCHEF,1284398
INDBANK,1417
HILTON,1317
BARFLEX,1285228
RAJSREESUG,2648
USHAFIN,1285122
STEELCITY,1273643
GANGESSECU,1274105
MCL,1273636
SOMATEX,3122
IPHL,1284936
ALUWIND,1284742
ZENITHEXPO,3795
VAISHALI,1274123
VEEKAYEM,1275265
MADHAVBAUG,1275172
SELMC,2935
CENTEXT,611
BTML,1274802
TIMESGTY,3424
LAMBODHARA,1864
SIGIND,3062
DCG,1284745
RAJMET,1274571
BEACON,1284792
PRIZOR,1284848
ARHAM,1275371
PRAENG,2530
HINDNATGLS,1352
SADHAV,1284690
AESTHETIK,1284887
RAPPID,1285001
YAARI,1436
MODTHREAD,1271241
AVIANSH,1284999
IBLFL,1284628
HPTL,1285334
SAMBHAAV,2856
LATTEYS,1274360
HPIL,1274727
PRAMARA,1284475
LOYALTEX,1917
PIONEEREMB,2482
SOTAC,1284338
SONAMAC,1284702
REFRACTORY,1284768
SYLVANPLY,1284823
KOHINOOR,1810
PARAGON,1284540
AIROLAM,1274164
LOVABLE,1916
MASTER,1284499
JOCIL,1643
GAYAPROJ,1107
SHIGAN,1275179
APEXECO,1285173
ROML,2630
GLOBALPET,1284406
DESTINY,1274979
ZENITHDRUG,1284682
SLONE,1284770
SALONA,2850
MAXPOSURE,1284631
VASWANI,3618
HOLMARC,1284495
KONSTELEC,1284635
OSWALSEEDS,1274368
HOMESFY,1275385
ROCKINGDCE,1284571
BAIDFIN,368
BAGFILMS,365
GTL,1220
SIL,3181
CPS,1284473
WIPL,1274054
TARMAT,2777
PAR,1274665
SAMPANN,57205
MANGALAM,1992
PALASHSECU,1274109
DHRUV,1274343
FLEXITUFF,1033
TAKE,3343
TOKYOPLAST,3442
DIGIDRIVE,1284632
SHAHALLOYS,2950
PULZ,1274200
ACCURACY,1274370
ATAM,1274791
PRITI,1274369
RELCHEMQ,2723
OMFURN,1274179
SUNLITE,1284900
SECMARK,1274789
PRAKASHSTL,2533
GOYALALUM,1274305
TOTAL,1274115
MOKSH,1274241
ODIGMA,1285195
GLOBE,1274085
USASEEDS,1275261
BHARATGEAR,459
VOLERCAR,1285324
PARTYCRUS,1274838
DIGIKORE,1284507
SONUINFRA,1275223
CRAYONS,1284366
REGENCERAM,2713
JHS,1616
BHANDARI,452
SCML,1284527
ARTNIRMAN,1273554
ASCOM,1274715
UMIYA-MRO,2142
FIBERWEB,1009
SURYALAXMI,3297
OBCL,1274321
UHTL,1285135
SIDDHIKA,1274861
KESORAMIND,1755
DECCANTRAN,1284984
KAKATCEM,1686
SHEETAL,1284579
MHHL,1272981
LPDC,1869
DTL,1284833
GSS,1218
CUBEXTUB,742
SAJHOTELS,1285012
SEMAC,2746
DELTIC,1285223
BRACEPORT,1284905
MITCON,1272891
HISARMETAL,1358
BEARDSELL,416
PSFL,1284986
GROBTEA,1273429
AUSOMENT,328
PARAMATRIX,1284944
ASHALOG,1284877
HECPROJECT,1270259
NAMAN,1284726
MOTOGENFIN,2134
IL&FSTRANS,1404
KEL,1284487
MAGSON,1284399
PSRAJ,1285322
EXCEL,980
PATINTLOG,2434
AJOONI,1274245
DHARIWAL,1284880
AISL,1274198
SWASTIK,1275320
SPLIL,3152
FCONSUMER,1060
SANGANI,1284442
VELS,1284324
AAATECH,1274796
ORCHASP,750
ONDOOR,1284538
SRIVASAVI,1284309
FONEBOX,1284648
SECURKLOUD,15
K2INFRA,1284741
ARSSINFRA,254
SUNDARAM,3254
MCON,1284320
REXPRO,1285240
DBSTOCKBRO,754
TPHQ,1129
CADSYS,1274155
DHANLAXMI,1285183
AMBEY,1284838
ONYX,1285152
KEN,1285315
ARVINDPORT,1284534
ZENITHSTL,3792
AGRITECH,725818
ROXHITECH,1284560
ARISTO,1275404
ENERGYDEV,934
MAHICKRA,1274333
SFML,1285188
COUNCODOS,724
TOUCHWOOD,1274221
BAWEJA,1284645
AMDIND,165
LASA,1274142
SILGO,1274578
WOL3D,1285000
PRESSTONIC,1284583
ALKALI,131
CINEVISTA,660
ANMOL,1274627
FMNL,1059
READYMIX,1285318
MVKAGRO,1284699
DOLLEX,1275380
SATECH,1284870
FORGEAUTO,1285011
EFORCE,1284606
PPSL,1284884
NAGREEKEXP,2186
PARASPETRO,2415
UWCSL,1274589
BVCL,401
AHLADA,1274563
AAKASH,1274334
AKIKO,1284821
KANDARP,1275307
MARCO,1284504
SUVIDHAA,1274853
CLSL,1284459
SILKFLEX,1284776
BLUEPEBBLE,1284729
SKIL,1367
CTE,573
DURLAX,1284813
SERVICE,1284420
ORIENTLTD,2356
AMEYA,1275282
BLBLIMITED,506
ISHANCH,1546
VLINFRA,1284861
BANARBEADS,391
SECL,1274692
JAIPURKURT,1273525
DIGJAMLMTD,1273414
21STCENMGM,3504
RULKA,1284786
DAMODARIND,764
PRANIK,1285114
GRAPHISAD,1284575
SYNOPTICS,1284405
TRU,1273628
PROLIFE,1273612
TFL,3462
MYMUDRA,1284964
ARABIAN,1284508
SEL,1284466
AGSTRA,1275162
AUSL,1284970
ARSHIYA,252
MITTAL,1274313
GODHA,1274341
AMBANIORGO,1274386
AVSL,1273522
ORIENTALTL,2361
BANKA,1274287
MAL,1284502
3PLAND,2591
VIAZ,1284302
LCCINFOTEC,1874
IDENTICAL,1285197
SHEKHAWATI,2972
DELTAMAGNT,789
ANSALAPI,205
DANGEE,1274407
BIOFILCHEM,488
RELIABLE,1274172
INDSWFTLTD,1413
HRHNEXT,1284622
BABAFP,1284554
LEXUS,1274125
CELEBRITY,600
TECILCHEM,1267945
UNILEX,1285006
SHIVAMILLS,1274285
IDEALTECHO,1284933
DIVINEHIRA,1285352
LFIC,1859
VINNY,1274580
GANGAFORGE,1274382
SAIFL,1284615
VDEAL,1284947
HAVISHA,3039
AKI,1274581
CURAA,747
RILINFRA,1275231
HBSL,1294
RKDL,2697
JFLLIFE,1275273
HOVS,1372
CEREBRAINT,615
AUROIMPEX,1284359
MEGAFLEX,1275292
AGROPHOS,1273571
ADROITINFO,687
BANG,394
VISHWAS,1284725
PREMIUM,1285134
ASTRON,1274244
OLIL,1284521
NEELAM,1285146
GOLDENTOBC,1176
ARCHIES,231
KEEPLEARN,460331
TRIDHYA,1284403
NOIDATOLL,2291
KALANA,1285004
MALUPAPER,1983
PALREDTEC,1045
PATTECH,1284345
UCL,1274394
KARMAENG,1272778
NARMADA,1274328
BALKRISHNA,1272964
SIMBHALS,1273278
REXPIPES,1274898
DNAMEDIA,1274212
DEEM,1284688
UMA,1275379
SUPERSPIN,3272
TARAPUR,3359
DIVYADHAN,1285009
EROSMEDIA,950
SEYAIND,1269171
MADHUCON,1942
BMETRICS,1274983
JETFREIGHT,1273585
ASPIRE,1284730
HOACFOODS,1284788
QUICKTOUCH,1284351
ABHAPOWER,1285175
LRRPL,1284300
PENTAGON,1284397
ADL,1274788
ICDSLTD,1268143
SAGARDEEP,1273358
ATLASCYCLE,315
MILTON,1274180
JISLDVREQS,1270590
VERTEXPLUS,1284319
BIRDYS,1284750
NIBL,388279
CHAMUNDA,1285313
SUPREMEENG,1274408
AROGRANITE,246
MANUGRAPH,2003
RADIOWALLA,1284738
BINANIIND,483
RETAIL,1284835
AILIMITED,1274878
DKEGL,1274987
ITALIANE,1284659
RCDL,1284536
MIEL,1284864
VISAMAN,1284831
GATECH,3178
PEARLPOLY,2446
NORBTEAEXP,2292
NMSTEEL,1285199
AMBICAAGAR,160
ABMINTLLTD,1273376
KONTOR,1284519
SITINET,3764
AGNI,1275260
ITTL,1274162
ASHOKAMET,1274265
AKASH,1273661
NEXTMEDIA,2248
AKSHAR,1274345
MASKINVEST,1273527
KANANIIND,1706
TNTELE,3351
FEL,2404
SATIPOLY,1284847
BULKCORP,1284875
AATMAJ,1284394
SRPL,1274263
WALPAR,1274888
BLUECOAST,97566
LAXMICOT,1273692
LAMOSAIC,1285167
PARAMOUNT,1285017
ASLIND,1274058
PHOGLOBAL,1284997
KHAITANLTD,1763
MONOPHARMA,1284469
AKG,1274561
SHRENIK,1274100
MOHITIND,2110
NGIL,1274363
BOHRAIND,1273701
WEWIN,1274118
DIL,1274361
FLFL,569658
TAPIFRUIT,1275300
SVPGLOB,3312
WINNY,1284822
VILINBIO,1284392
MADHAV,1941
INSPIRE,1284511
ROLTA,2776
ROLLT,2775
KRIDHANINF,2705
PRECISION,1275160
SGL,3212
MICROPRO,1284562
TREEHOUSE,3464
BLUECHIP,513
AGARWALFT,1284301
NAGREEKCAP,2185
POLYSIL,1284669
NKIND,2178
YUDIZ,1284437
PNC,2575
MEDIORG,1284818
THESL,1285008
VIJIFIN,804165
HYBRIDFIN,1267625
INFOMEDIA,1487
LIBAS,1273611
VSCL,1274079
MFML,1284949
KHANDSE,1767
VIKASWSP,3657
WILLAMAGOR,3755
CELLPOINT,1284389
VERA,1274327
KSHITIJPOL,1274572
SIGNORIA,1284712
TIMESCAN,1275149
VINEETLAB,1274877
JAKHARIA,1274381
KAUSHALYA,1729
FAALCON,1284759
MARSHALL,1274410
YCCL,1284426
MANDEEP,1284782
TGBHOTELS,448
SANGINITA,1273658
QVCEL,1284932
GTECJAINX,1274114
GOENKA,1166
NIDAN,1275089
KKVAPOW,1273434
SPPPOLY,1284975
GFSTEELS,1268396
CONTI,1274248
ANKITMETAL,198
CLOUD,1275305
TVVISION,1273485
PODDARHOUS,2499
GAYAHWS,1274372
WINPRO,1543
MORARJEE,2125
ISHAN,1275298
CMRSL,1275310
VIVIDHA,3682
ACEINTEG,1274098
MEP,1270834
GAJANAND,1284978
PERFECT,1273125
TECHIN,2202
MOXSH,1275388
SANWARIA,2889
BOSS,1284951
EXCELLENT,1284962
CYBERMEDIA,749
HEADSUP,1273599
SUNREST,1284557
MARINETRAN,1284578
AGUL,1284348
GSTL,1275230
EDUCOMP,886
DRL,1273549
VERITAAS,1284781
QFIL,1284322
BIKEWO,1284993
JIWANRAM,1284481
GUJRAFFIA,1250
VIKASPROP,3656
SPRL,1275180
RADAAN,2617
MAKS,1275306
LYPSAGEMS,29704
QUADPRO,1274970
IMPEXFERRO,1406
CALSOFT,570
SHANTHALA,1284542
TIJARIA,3419
GLOBALE,1284948
SUULD,1270616
UNIINFO,1274295
RICHA,1275175
JALAN,1274077
COMPINFO,693
MTEDUCARE,2145
PLADAINFO,1284525
SHANTI,1274112
UMESLTD,3573
SILLYMONKS,1274253
DHTL,1284651
GLFL,1239
ANTGRAPHIC,206
FELDVR,1270588
TCIFINANCE,3380
SAROJA,1284474
UNIVAFOODS,1369
FALCONTECH,1284814
KTL,1284677
SHUBHLAXMI,1274598
SABAR,1275297
SHYAMTEL,3051
SMVD,1274225
BALCO,1284904
MANAV,1274139
ONELIFECAP,2338
AMIABLE,1275355
VCL,1274725
BCP,760686
CBAZAAR,1284576
MPTODAY,1274152
ARENTERP,2638
CREATIVEYE,732
VIVO,1275145
WINSOME,3761
DCMFINSERV,771
SAHAJ,1284468
EUROTEXIND,970
TRANSWIND,1274097
OMKARCHEM,2334
INDIFRA,1284614
RITEZONE,1275350
ALPSINDUS,148
ORTINGLOBE,2365
GATECHDVR,1274169
FSC,1274218
PREMIER,2551
AMJUMBO,1274277
RAMGOPOLY,1268502
RAJASPETRO,87994
SETUINFRA,2531
PADMALAYAT,2386
ACCORD,1274090
SECURCRED,1274194
SABEVENTS,1273488
CMICABLES,679
KRISNAFILA,2033
ORTEL,1270772
BGLOBAL,466
RAJVIR,2649
LAKPRE,1862
QUINTEGRA,2608
SANCO,1270142
CMMIPL,1272697
VASA,1274266
GANGOTRI,1094
